id,context,question,answer
1973,"Managing operational risk continues to be a key focus within the Group due to the complexity and volume of change, the Group's IT infrastructure, cyber risk, and reliance on third party suppliers.",What are the reasons for the management of operational risk continuing to be a key focus within the Group?,"the complexity and volume of change, the Group's IT infrastructure, cyber risk, and reliance on third party suppliers"
13,"Based on performance to 31 December 2017, 30% of the share award made under the 2015 PSA will vest in March 2018, driven by strong progress against long-term strategic targets. We introduced strategic objectives in the PSA in 2015 as we believed it was important for management to be focused.",Why did they introduced strategic objectives in the PSA in 2015?,we believed it was important for management to be focused
428,"Logs are 'outside of scope' because the scope 1 impact of these fuels has been determined to be a net '0'. However, the CO2 e value of logs has been calculated to be <1% and would be excluded in any case as this falls below",What caused logs to be 'outside of scope'?,the scope 1 impact of these fuels has been determined to be a net '0'
1568,"Having undertaken a review of the effectiveness of KPMG in fulfilling the internal audit function, the Committee is satisfied that the quality, experience and expertise of KPMG meets the Company's requirements, and KPMG has therefore been reappointed to provide internal audit services for the Group in 2018.",What does KPMG's reappointment to provide internal audit services for the Group in 2018 stem from?,"the Committee is satisfied that the quality, experience and expertise of KPMG meets the Company's requirements"
1300,"Paul Daccus has an interest in the shares held by Sun Capital Partners Management V, LLC, which holds 41.5% of the ordinary share capital and voting rights in the Company as a result of his partnership in Sun European Partners LLP.",What does Paul Daccus's partnership in Sun European LLP lead to?,"Paul Daccus has an interest in the shares held by Sun Capital Partners Management V, LLC, which holds 41.5% of the ordinary share capital and voting rights in the Company"
1589,"We expect to deploy Capex at a typical rate of approximately £15-25 million per annum. The depth of opportunities across the portfolio enables us to focus investment on those with the strongest impact and thereby provides flexibility, allowing us to respond dynamically to any changes in occupier demand",What enables them to focus investment on those with the strongest impact?,The depth of opportunities across the portfolio
982,"• Pan African Resources' share price decreased by 37.1% to ZAR2.36 from ZAR3.75, which resulted in a decrease in the group's cash-settled share option costs.",What does the decrease in the group's cash-settled share option costs owe to?,Pan African Resources' share price decreased by 37.1% to ZAR2.36 from ZAR3.75
924,"In this context, the Investment Manager has been successful in securing new, modern properties through forward‑funding or forward‑purchase agreements, effectively enabling the Company to create its own pipeline of modern assets where good quality standing investments are difficult to acquire.",What has helped the Company create its own pipeline of modern assets when high-quality investments are difficult to acquire?,"the Investment Manager has been successful in securing new, modern properties through forward‑funding or forward‑purchase agreements"
1150,"UK 2017 was another difficult year for our UK Construction business due to the ongoing period of challenging market conditions and continued pockets of underperformance in operational delivery in a number of contracts, which resulted in a net loss result for the division.",What caused 2017 to be another difficult year for their UK Construction business?,the ongoing period of challenging market conditions and continued pockets of underperformance in operational delivery in a number of contracts
836,— We supported Arrival Education's Success for Life programme for young people with potential who are disengaged from school and learning due to challenging circumstances in their personal lives.,What factor is contributing to the disengagement from school and learning among the young people who participate in Arrival Education's Success for Life programme?,challenging circumstances in their personal lives
1203,"It should be noted, that, as a FTSE 250 company, all Directors are subject to annual re-election and therefore it is considered that the Company's terms are appropriate.",What does the status of a FTSE 250 company imply?,all Directors are subject to annual re-election
1998,"Special items amount to €57 million and are mainly due to: i) the capital gain on the sale of the interest held in Naturgy Energy Group, S.A. (+€344 million); ii) the extraordinary write downs in Venezuela (-€843 million due to the risk affecting the recovery of loans, tax assets and investments) and Upstream production assets (€-454 million) and Downstream (-€24 million); iii) extraordinary income on exchange differences (includes the impact of the exchange rate on financial and tax positions and the reclassification of exchange differences relating to canceled exploration assets) and the application of abandonment and tax risk provisions in Upstream.",What factors influence the special items that amount to €57 million?,"the capital gain on the sale of the interest held in Naturgy Energy Group, S.A. (+€344 million); ii) the extraordinary write downs in Venezuela (-€843 million due to the risk affecting the recovery of loans, tax assets and investments) and Upstream production assets (€-454 million) and Downstream (-€24 million); iii) extraordinary income on exchange differences (includes the impact of the exchange rate on financial and tax positions and the reclassification of exchange differences relating to canceled exploration assets) and the application of abandonment and tax risk provisions in Upstream"
139,"Unite Students is a service brand and the strong performance we have delivered for our customers, University partners and shareholders is only possible because of the talent and hard work of our teams across the business.","What caused the strong performance delivered by Unite Students for their customers, university partners, and shareholders",the talent and hard work of our teams across the business
1914,"Retail spend per admission increased by 13.4% to £1.86 (2016: £1.64 constant currency). The increase was predominantly driven by the film mix and growth of the local economies but also the expansion of offerings, with three new VIP sites, one in Israel – Zichron, and two in Poland – Chodov and Wroclaw, as well as ongoing operational improvements.","What factors account for the 13.4% increase in retail spend per admission, from £1.64 to £1.86 in constant currency, compared to 2016?","the film mix and growth of the local economies but also the expansion of offerings, with three new VIP sites, one in Israel – Zichron, and two in Poland – Chodov and Wroclaw, as well as ongoing operational improvements"
680,A lower pipeline is not a matter of undue concern: growing our pipeline should not be expected to be a smooth progression given the effects of the timing and scale of individual awards.,What factors lead to the recommendation not to expect a smooth progression in growing the pipeline?,the effects of the timing and scale of individual awards
1045,"As a result of this review, the Committee did not identify any instances of overboarding and confirms that all individual Directors have sufficient time to commit to their appointment as a Director of Severn Trent Plc.",What happened due to this review?,the Committee did not identify any instances of overboarding and confirms that all individual Directors have sufficient time to commit to their appointment as a Director of Severn Trent Plc
92,"In addition, Jackson hedges the guarantees on its variable annuity book on an economic basis (with consideration of the local regulatory position) and, thus, accepts variability in its accounting results in the short term in order to achieve the appropriate result on these bases.",Why does Jackson accept variability in its accounting results in the short term?,Jackson hedges the guarantees on its variable annuity book on an economic basis (with consideration of the local regulatory position)
881,"The restructuring proposal was formally approved by all stakeholders in April 2017 and resulted in the issue of new equity for $57 million, secured bonds of $40 million being exchanged for equity at par, $49.2 million of secured bonds being bought by the Company at par, $27.4 million unsecured bonds being exchanged for equity at 60 cents in the dollar and the remaining $30 million of secured bonds having their terms amended.",What were the consequences of the formal approval of the restructuring proposal by all stakeholders in April 2017?,"the issue of new equity for $57 million, secured bonds of $40 million being exchanged for equity at par, $49.2 million of secured bonds being bought by the Company at par, $27.4 million unsecured bonds being exchanged for equity at 60 cents in the dollar and the remaining $30 million of secured bonds having their terms amended"
1862,"In 2018, the total volume of waste treated was 16,068 tons, 20% less than the previous year. This was due to a better use of materials and the shutting down of production at the Monzón plant, where the surplus water from the processing was categorized as waste. Furthermore, the by-product generated in the chemical process is no longer manufactured. Fluidra Group companies do not transport or treat waste internationally classified as hazardous, in compliance with Annexes I, II, II and VIII, of the Basel Convention; all treatment or transportation that may result from such waste is performed in accordance with national regulations.",What happened because of the improved use of materials and the closure of the Monzón plant?,"In 2018, the total volume of waste treated was 16,068 tons, 20% less than the previous year"
976,The Group has had a strong start to the first quarter of FY2018 and as such now expect revenues for the full financial year to be comfortably ahead of existing market expectations.,Why does the company expect revenues for the full financial year to be comfortably ahead of existing market expectations?,The Group has had a strong start to the first quarter of FY2018
