candidate_key,example_key,source_row,id,context,question,gold_answer,beam_rank,prediction,sequence_score,relative_beam_weight,verbatim_in_context,token_f1_with_gold,automatic_relation,review_batch,acceptance_status,error_type,acceptance_basis,blind_verification_sample,blind_verification_result,screening_rationale
v5_0734_221_beam4,v5_0734_221,734,221,"The growth is also due to a GEL 1.7 million increase in gain from the sale of investment properties as well as GEL 5.2 gain in the ""other"" subsection of other operating income. The latter is mainly attributable to GEL 2.6 million reimbursed taxes.",What are the reasons for the growth?,"a GEL 1.7 million increase in gain from the sale of investment properties as well as GEL 5.2 gain in the ""other"" subsection of other operating income",4,a GEL 1.7 million increase in gain from the sale of investment properties,-0.3361667096614837,0.1882614636268471,True,0.65,incomplete,8,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0737_1893_beam5,v5_0737_1893,737,1893,"Other costs decreased by £4.1 million (34%) to £7.9 million, with the main contributors being lower bad debt expenses due to more benign market conditions, lower irrecoverable sales tax and the effect of favourable balance sheet revaluation.",What were the causes contributing to lower bad debt expenses?,"more benign market conditions, lower irrecoverable sales tax and the effect of favourable balance sheet revaluation",5,"more benign market conditions, lower irrecoverable sales tax",-0.7201707363128662,0.1504436934357851,True,0.6666666666666666,incomplete,8,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0758_384_beam1,v5_0758_384,758,384,"The LATAM area experienced a drop in profits due to worse results in the Brazil bank channel, due to an increase in acquisition expenses in the Life Risk business and an increase in loss experience in Automobile in the agent channel.",What are the key indicators for LATAM area’s drop in profits?,"worse results in the Brazil bank channel, due to an increase in acquisition expenses in the Life Risk business and an increase in loss experience in Automobile in the agent channel",1,worse results in the Brazil bank channel,-0.1229050531983375,0.3352942730796991,True,0.3684210526315789,incomplete,8,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits the causal or explanatory tail needed to complete the gold answer.
v5_0761_1788_beam1,v5_0761_1788,761,1788,"The £4.2 m lower trade receivables, commented on earlier, provides a flattering, although exceptional impact on the net cash from operations that would be expected to reverse in FY 18.",What are the results of the £4.2 million decrease in trade receivables?,"a flattering, although exceptional impact on the net cash from operations that would be expected to reverse in FY 18",1,"a flattering, although exceptional impact on the net cash from operations",-0.2484421133995056,0.3251196193835716,True,0.7096774193548387,incomplete,8,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_0766_1260_beam1,v5_0766_1260,766,1260,"Financial performance has significantly improved, with EBITDA of £29 million in line with our guidance (2016: £4 million negative). This was principally due to the acquisition of Opus Energy, which added 10 months of EBITDA, but also improved financial performance from Haven Power, which was ahead of plan.",What contributed to an EBITDA of £29 million?,"the acquisition of Opus Energy, which added 10 months of EBITDA, but also improved financial performance from Haven Power, which was ahead of plan",1,the acquisition of Opus Energy,-0.4935379028320312,0.3558782604322008,True,0.2758620689655172,incomplete,8,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_0773_1378_beam2,v5_0773_1378,773,1378,"• Thanks to a lot of hard work by our IT and central colleagues, we have integrated the Londis/Budgens systems into the Booker platforms. All the teams have done a fantastic job of growing both brands. It is a credit to our teams and the wonderful retailers we serve via Premier, Londis, Budgens, Family Shopper, Shop Locally and all our other retailers that we have seen strong growth.",What was the effect of the hard work by their IT and central colleagues?,we have integrated the Londis/Budgens systems into the Booker platforms,2,we have integrated the Londis/Budgens systems into the Booker platforms. All the teams have done a fantastic job of growing both brands,-0.3268117904663086,0.2056832433066884,True,0.5625000000000001,overextended,8,accepted,overextended,screening_method_accepted_after_50_of_50_audit,no,,"Adds a separate sentence, clause, or downstream effect beyond the complete gold answer."
v5_0775_1702_beam5,v5_0775_1702,775,1702,"In 2018 the company promoted its relationship with universities and research centers as a source of innovation and technology transfer, giving rise to seminars such as Indradays and Chairs, as well as specific frameworks and agreements.",What were the effects of the company promoting its relationship with universities and research centers as a source of innovation and technology transfer?,"seminars such as Indradays and Chairs, as well as specific frameworks and agreements",5,seminars such as Indradays and Chairs,-0.9645166397094728,0.1212525229608172,True,0.5263157894736842,incomplete,8,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0793_505_beam3,v5_0793_505,793,505,"The Board attaches importance to matters set out in the Code and applies its principles. However, as a venture capital trust company, most of the Company's day-to-day responsibilities are delegated to third parties and the Directors are all non-executive.",What is the implication of being a venture capital trust company?,most of the Company's day-to-day responsibilities are delegated to third parties and the Directors are all non-executive,3,most of the Company's day-to-day responsibilities are delegated to third parties,-0.4563361704349518,0.1782628177121165,True,0.7857142857142858,incomplete,8,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0795_1_beam5,v5_0795_1,795,1,"– To provide a significant proportion of performance-linked pay in shares allowing senior management to build a significant shareholding in the business and, therefore, aligning management with shareholders' interests and the Group's performance, without encouraging excessive risk-taking.","What is the consequence of providing a significant proportion of performance-linked pay in shares, allowing senior management to build a significant shareholding in the business?","aligning management with shareholders' interests and the Group's performance, without encouraging excessive risk-taking",5,aligning management with shareholders' interests,-1.2579231262207031,0.0849766303970393,True,0.5555555555555556,incomplete,8,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0799_1704_beam3,v5_0799_1704,799,1704,"There has been a decrease in non-current liabilities of $14.4m to $2,839.7m (2016: $2,854.1m). This is primarily driven by a decrease in derivative financial instruments of $25.7m reflecting a reduction in the unrealised conversion liability on the convertible bonds and a decrease in other payables of $16.5m","What caused the decrease in non-current liabilities of $14.4m to $2,839.7m?",a decrease in derivative financial instruments of $25.7m reflecting a reduction in the unrealised conversion liability on the convertible bonds and a decrease in other payables of $16.5m,3,a decrease in derivative financial instruments of $25.7m reflecting a reduction in the unrealised conversion liability on the convertible bonds,-0.3045415878295898,0.230919488064187,True,0.8333333333333333,incomplete,8,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0802_1738_beam5,v5_0802_1738,802,1738,2. The value of shares held by Ian Griffiths is based on his holding at 29 December 2017 using a share price of 163.8 pence. Where the value of shares required to be held increases as a result of a salary increase (or an increase in the relevant percentage),What causes the value of shares required to be held to increase?,a salary increase (or an increase in the relevant percentage),5,an increase in the relevant percentage,-1.6366723775863647,0.0721428680246158,True,0.625,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct leading component of the gold answer while retaining only the later component.
v5_0811_140_beam3,v5_0811_140,811,140,"Non-controlling interests increased from €10.0 million in 2017 to €19.0 million in 2018. The increase of €9.0 million in the period is mostly due to the inclusion of profit due to the minority interests of Inversiones Finisterre, following that acquisition in the last quarter of 2017, as well as to the one-third minority investors in Karco Engineering, acquired by the Group in May 2018, but also includes profit growth from other non wholly-owned subsidiary investments.",To what factors is the increase in non-controlling interests (from €10.0m in 2017 to €19.0m in 2018) attributable?,"the inclusion of profit due to the minority interests of Inversiones Finisterre, following that acquisition in the last quarter of 2017, as well as to the one-third minority investors in Karco Engineering, acquired by the Group in May 2018",3,"the inclusion of profit due to the minority interests of Inversiones Finisterre, following that acquisition in the last quarter of 2017",-0.2153217196464538,0.2426779072688878,True,0.6666666666666666,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0818_107_beam1,v5_0818_107,818,107,"Our mission to provide the best customer experience has led to an increased level of specialisation and customisation, and, as a result, the creation of specialised businesses/centres where expert managers offer the specific and customised financial advice services that our customers deserve. For this reason, we have created segments and divisions with specific knowledge bases.",What was the result of the mission to provide the best customer experience?,"an increased level of specialisation and customisation, and, as a result, the creation of specialised businesses/centres where expert managers offer the specific and customised financial advice services that our customers deserve",1,an increased level of specialisation and customisation,-0.1818301826715469,0.2862201335983273,True,0.3157894736842105,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0819_1130_beam1,v5_0819_1130,819,1130,"The tax charge was low both in relative and absolute terms in 2016 and 2017 due to a combination of factors, including tax-free operations in Dubai, no corporation tax in the US due to deductions for fixed asset purchases, and high bank interest charges.",What factors explain why the tax charge was low both in relative and absolute terms in 2016 and 2017?,"a combination of factors, including tax-free operations in Dubai, no corporation tax in the US due to deductions for fixed asset purchases, and high bank interest charges",1,"a combination of factors, including tax-free operations in Dubai, no corporation tax in the US",-0.2923440337181091,0.2609383778977196,True,0.7142857142857143,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_0821_442_beam5,v5_0821_442,821,442,"RWAs decreased £52.6bn to £313.0bn: book size decreased RWAs by £6.8bn primarily due to portfolio rundowns related to Barclays Non-Core, the re-measurement of US DTAs as a result of the US Tax Cuts and Jobs Act and securitisation transactions, partially offset by increased trading activity in investment bank.",What caused the re-measurement of US DTAs?,the US Tax Cuts and Jobs Act and securitisation transactions,5,the US Tax Cuts and Jobs Act,-1.0053043365478516,0.1272183275480252,True,0.8235294117647058,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0826_710_beam3,v5_0826_710,826,710,"Discretion: In the Committee's experience, directors leave for a wide variety of reasons and individual circumstances, which do not all fall within the 'good leaver' categories outlined above. The Committee therefore retains discretion to approve payments to individuals based on individual circumstances and performance while in office or employment.",What is the consequence for the Committee of directors leaving outside the 'good leaver' categories?,retains discretion to approve payments to individuals based on individual circumstances and performance while in office or employment,3,retains discretion to approve payments to individuals based on individual circumstances,-0.7345966696739197,0.2497884511171744,True,0.7586206896551725,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0828_528_beam3,v5_0828_528,828,528,"The results of the group for the year reflect the significant impact of changes in mortality assumptions and US corporate tax, which were not factored into the original targets. The Committee therefore discussed whether the AVP outturns were truly reflective of the group's performance overall.",What prompted the Committee to discuss whether the AVP outturns were truly reflective of the group's performance overall?,"The results of the group for the year reflect the significant impact of changes in mortality assumptions and US corporate tax, which were not factored into the original targets",3,The results of the group for the year reflect the significant impact of changes in mortality assumptions and US corporate tax,-0.2962579429149627,0.1903180283367955,True,0.7999999999999999,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_0829_705_beam1,v5_0829_705,829,705,All-in sustaining costs were in line with expectations at $721 per gold equivalent ounce or $9.7 per silver equivalent ounce (2016: $646 per ounce). Costs rose versus 2016 due to the previously-disclosed investment in the expansion of the tailings dam and other infrastructure as well as reduced mined tonnage,What factors contributed to the rise of costs in 2016?,the previously-disclosed investment in the expansion of the tailings dam and other infrastructure as well as reduced mined tonnage,1,the previously-disclosed investment in the expansion of the tailings dam and other infrastructure,-0.260917991399765,0.2468571749035325,True,0.8125000000000001,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0830_1845_beam4,v5_0830_1845,830,1845,"Net financing costs remained at a similar level to last year, despite the improvement in our net cash position, as a result of the group's longer-term financing, through our US private placement, and some local currency debt maintained as a hedge against assets in high inflation economies.",What explains the net financing costs remaining at a similar level to last year despite the improvement in their net cash position?,"the group's longer-term financing, through our US private placement, and some local currency debt maintained as a hedge against assets in high inflation economies",4,"the group's longer-term financing, through our US private placement",-0.6671504378318787,0.1711582891785615,True,0.4848484848484848,incomplete,9,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0837_1213_beam5,v5_0837_1213,837,1213,"During 2017, we sold residual certificates in one of our securitisation vehicles, PMF 2017-1B, to a third party in a transaction which resulted in the full derecognition of the underlying mortgage assets from the Group and delivered a net gain on sale of loans of £17.7 million (2016: £nil). Our total income for 2017 increased by 82.5% year-on-year to £170.2 million (2016: £93.3 million).","What was the outcome of the sale of residual certificates in a securitisation vehicle, PMF 2017-1B, to a third party in 2017?",the full derecognition of the underlying mortgage assets from the Group and delivered a net gain on sale of loans of £17.7 million (2016: £nil),5,the full derecognition of the underlying mortgage assets from the Group,-0.5391131043434143,0.1586319097170174,True,0.6111111111111112,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0851_1062_beam2,v5_0851_1062,851,1062,"Our associate company, Troy Homes Limited, is in its second operating year and, as expected, further losses were incurred during the start-up phase. The Group has therefore made a provision of £238,000 and the carrying value is now £1.1 million.","Why has the Group made a provision of £238,000 and the carrying value is now £1.1 million?","Our associate company, Troy Homes Limited, is in its second operating year and, as expected, further losses were incurred during the start-up phase",2,"Our associate company, Troy Homes Limited, is in its second operating year",-0.5720928311347961,0.2628707539214343,True,0.6857142857142856,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0853_1186_beam5,v5_0853_1186,853,1186,"The loyalty of the Group's customers is one of its main assets, since this gives rise to a sustainable competitive advantage. For the Group, customer satisfaction is key to their loyalty and therefore it strives continuously to offer, more than a service, an experience that links the customer with the brand and its corporate values.",What impact does the customer satisfaction being key to their loyalty have for the Group?,"it strives continuously to offer, more than a service, an experience that links the customer with the brand and its corporate values",5,"it strives continuously to offer, more than a service, an experience that links the customer with the brand",-0.5312716364860535,0.1640703904109298,True,0.9,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0866_63_beam2,v5_0866_63,866,63,Trust in a company provides the licence to operate. Our reputation and the associated trust is driven by how we engage with all our stakeholders and this is vital to building a sustainable business.,What contributes to their reputation and its associated trust?,how we engage with all our stakeholders,2,how we engage with all our stakeholders and this is vital to building a sustainable business,-0.1917336136102676,0.2343676026765597,True,0.6086956521739131,overextended,9,accepted,overextended,screening_method_accepted_after_50_of_50_audit,no,,"Adds a separate sentence, clause, or downstream effect beyond the complete gold answer."
v5_0873_42_beam3,v5_0873_42,873,42,"The Board carried out a performance evaluation of the Board, committees and individual Directors during the year. Due to the size of the Company, the fact that the majority of the Directors are independent non-executive Directors and the costs involved, external facilitators are not used in the evaluation of the Board.",What factors contributed to the decision not to use external facilitators in the evaluation of the Board?,"the size of the Company, the fact that the majority of the Directors are independent non-executive Directors and the costs involved",3,"the size of the Company, the fact that the majority of the Directors are independent non-executive Directors",-0.4063280820846557,0.1823721720515287,True,0.8947368421052632,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0875_1549_beam1,v5_0875_1549,875,1549,5 The maximum opportunity for 'single figure' purposes is 200% of salary. 50% of bonus is deferred in shares which vest subject to performance and are therefore defined as a long term incentive.,Why are shares defined as a long term incentive?,50% of bonus is deferred in shares which vest subject to performance,1,50% of bonus is deferred in shares,-0.8047820925712585,0.2900670372745044,True,0.7368421052631579,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_0883_1038_beam5,v5_0883_1038,883,1038,"Given that this was Jeremy's second term a particularly rigorous review of his independence was carried out focussing on his contributions to Board discussions, challenges of management, experience of finance and capital markets and the overall mix of experience of the Board. It was agreed that he continued to be independent. It was unanimously agreed that his term be renewed for a further three years, subject to annual reappointment at the AGM.",What were the consequences of this being Jeremy's second term?,"a particularly rigorous review of his independence was carried out focussing on his contributions to Board discussions, challenges of management, experience of finance and capital markets and the overall mix of experience of the Board",5,a particularly rigorous review of his independence was carried out focussing on his contributions to Board discussions,-0.3479878306388855,0.1687535561899376,True,0.6153846153846154,incomplete,9,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,"Omits a complete, meaningful portion of the gold answer while remaining usable."
v5_0885_1763_beam5,v5_0885_1763,885,1763,"Improvement in the macro indicators with respect to the previous year, with a GDP growth owing to the increase in private consumption and firm's investment, driven in a great measure by the reduction in interest rates (SELIC), with minimum historical levels, and the boost from exports arising from the depreciation of the Brazilian real. Additionally, expectations for the next years are optimistic, and macro indicators are expected to continue improving, with a gradual normalisation of interest rates.",What contributed to the GDP growth?,"the increase in private consumption and firm's investment, driven in a great measure by the reduction in interest rates (SELIC), with minimum historical levels, and the boost from exports arising from the depreciation of the Brazilian real",5,the increase in private consumption,-1.721387267112732,0.0575925814865019,True,0.2380952380952381,incomplete,9,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0902_1678_beam1,v5_0902_1678,902,1678,"Amounts receivable under the Group's defense contracts are substantial. Therefore, the timing of, or failure to receive, awards and associated cash advances and milestone payments will materially affect the Group's profits and cash flows for the periods involved, thereby reducing the cash available to meet the Group's allocation requirements.",What are the consequences of amounts receivable under the Group's defense contracts being substantial?,"the timing of, or failure to receive, awards and associated cash advances and milestone payments will materially affect the Group's profits and cash flows for the periods involved",1,"the timing of, or failure to receive, awards and associated cash advances and milestone payments will materially affect the Group's profits and cash flows for the periods involved, thereby reducing the cash available to meet the Group's allocation requirements",-0.0042087365873157,0.2298716372271227,True,0.8059701492537313,overextended,10,accepted,overextended,screening_method_accepted_after_50_of_50_audit,no,,"Adds a separate sentence, clause, or downstream effect beyond the complete gold answer."
v5_0921_975_beam5,v5_0921_975,921,975,"This approach will be used for 3 years starting from 2019. Thus, 2019-2021 performance will be measured in 2022, 2020-2022 performance will be measured in 2023 and 2021-2023 performance will be measured in 2024. Given the fact that the first performance period under the LTIP will start only in 2019, the exact performance conditions will be defined closer to this date.",What are the consequences of adopting this approach for a three-year period starting from 2019?,"2019-2021 performance will be measured in 2022, 2020-2022 performance will be measured in 2023 and 2021-2023 performance will be measured in 2024",5,2019-2021 performance will be measured in 2022,-0.4445985853672027,0.1613837941812546,True,0.4137931034482758,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a complete, meaningful portion of the gold answer while remaining usable."
v5_0923_287_beam5,v5_0923_287,923,287,The Group focuses on technology sectors which do not have large capital needs. The Group therefore has sufficient funds under management and balance sheet cash to exercise investment and operational flexibility.,Why does the Group have sufficient funds under management and balance sheet cash to exercise investment and operational flexibility?,The Group focuses on technology sectors which do not have large capital needs,5,The Group focuses on technology sectors,-1.3995811939239502,0.0921777564970276,True,0.631578947368421,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_0924_1301_beam4,v5_0924_1301,924,1301,"Dave brings with him strong oil and gas experience and technical expertise and Mike's appointment strengthens the Board's corporate financing expertise, thus ensuring that the Board is well placed to deliver both its immediate and longer-term strategy.",Why is the Board well placed to deliver its immediate and longer-term strategy?,Dave brings with him strong oil and gas experience and technical expertise and Mike's appointment strengthens the Board's corporate financing expertise,4,Dave brings with him strong oil and gas experience and technical expertise,-0.8209386467933655,0.139027807444968,True,0.7272727272727273,incomplete,10,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0927_562_beam1,v5_0927_562,927,562,"Incomplete or inaccurate revenue recognition could have an adverse impact on the Group and Parent's net asset value, earnings per share, its level of dividend cover and compliance with Real Estate Investment Trust (""REIT"") regulations. We therefore identified the recognition of revenue as a significant risk",Why was the recognition of revenue identified as a significant risk?,"Incomplete or inaccurate revenue recognition could have an adverse impact on the Group and Parent's net asset value, earnings per share, its level of dividend cover and compliance with Real Estate Investment Trust (""REIT"") regulations",1,"Incomplete or inaccurate revenue recognition could have an adverse impact on the Group and Parent's net asset value, earnings per share, its level of dividend cover",-0.3677254319190979,0.2807594192016814,True,0.8524590163934427,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0935_114_beam5,v5_0935_114,935,114,"The Group manages macro-economic risk by building a stronger and longer order book and maintaining an appropriately sized landbank. Therefore, both measures will feature in the 2017/18 annual bonus.",What factors contribute to both measures being featured in the 2017/18 annual bonus?,The Group manages macro-economic risk by building a stronger and longer order book and maintaining an appropriately sized landbank,5,The Group manages macro-economic risk,-1.2299652099609375,0.0965389244769181,True,0.4166666666666667,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a complete, meaningful portion of the gold answer while remaining usable."
v5_0953_1066_beam1,v5_0953_1066,953,1066,"This was augmented by our continued 'up or out' strategy, to ensure that we focused on only retaining contracts that are delivering acceptable returns. We relinquished contracts amounting to 190 buses in 2017, and also exited our first transit contract for this reason as well in the year.",What is the outcome of focusing on only retaining contracts that are delivering acceptable returns?,"We relinquished contracts amounting to 190 buses in 2017, and also exited our first transit contract",1,We relinquished contracts amounting to 190 buses in 2017,-0.2334199398756027,0.2794251065444776,True,0.64,incomplete,10,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0958_1584_beam2,v5_0958_1584,958,1584,"Underlying revenue growth (excluding the impact of acquisitions and movements in foreign exchange rates) was 4 per cent, driven by growth in new licence sales and in revenue from maintenance and support contracts of 2 per cent and 8 per cent respectively. The acquisition of ICON in October 2016 contributed a further 4 per cent to revenue growth.",What factors motivated the 4% growth in underlying revenue?,growth in new licence sales and in revenue from maintenance and support contracts of 2 per cent and 8 per cent respectively,2,new licence sales and in revenue from maintenance and support contracts of 2 per cent and 8 per cent respectively,-0.3836932182312011,0.2359992838990425,True,0.9523809523809524,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a meaningful leading causal or effect component, changing the answer."
v5_0960_570_beam5,v5_0960_570,960,570,"On the other hand, the income of the international segment includes mainly the consolidation of London-Luton Airport (5th airport in the United Kingdom by number of passengers), as well as advisory services to international airports. The total revenue from international business reached 237.9 million euros in 2018 (+10.5% compared to 2017). Regarding the activity of the London-Luton Airport, the good performance of commercial revenue must be highlighted, especially for food, beverage and stores, due to the opening of the new premises in the expansion project of the terminal that create a more varied supply and to the change in the flow of passengers.","What does the opening of the new premises in the expansion project of the terminal lead to, in the context of the good performance of commercial revenue regarding the activity of the London-Luton Airport?",a more varied supply and to the change in the flow of passengers,5,a more varied supply,-0.9425103068351746,0.1297642278325852,True,0.4705882352941176,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0963_69_beam2,v5_0963_69,963,69,Heavy delays to new buildings under construction mean that tankers scheduled for delivery in 2016 slipped into 2017 and beyond and resulted in lower overall fleet growth in 2016 than expected.,What do the heavy delays to new buildings under construction imply?,tankers scheduled for delivery in 2016 slipped into 2017 and beyond,2,tankers scheduled for delivery in 2016 slipped into 2017 and beyond and resulted in lower overall fleet growth in 2016 than expected,-0.0688815787434578,0.2149003787831327,True,0.6666666666666666,overextended,10,accepted,overextended,screening_method_accepted_after_50_of_50_audit,no,,"Adds a separate sentence, clause, or downstream effect beyond the complete gold answer."
v5_0968_1173_beam2,v5_0968_1173,968,1173,"As a result of all this investment, combined with an additional effort to improve operational efficiency, the group expects to improve its results to between 3,700 and 3,900 million euros of net profit by 2022, a 30% increase over the 2018 results.",What is the outcome of the investments and the focus on operational efficiency?,"the group expects to improve its results to between 3,700 and 3,900 million euros of net profit by 2022, a 30% increase over the 2018 results",2,"to between 3,700 and 3,900 million euros of net profit by 2022",-0.4222982823848724,0.2230726305830683,True,0.5789473684210527,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a meaningful leading causal or effect component, changing the answer."
v5_0970_1510_beam5,v5_0970_1510,970,1510,"The Board is required to consider and satisfy itself on an annual basis on the competence, qualifications and experience of the Company Secretary (as a consequence of the Company's JSE listing).",What are the implications of the Company's JSE listing?,"The Board is required to consider and satisfy itself on an annual basis on the competence, qualifications and experience of the Company Secretary",5,The Board is required to consider and satisfy itself on an annual basis,-0.81363445520401,0.1308733005820637,True,0.7222222222222222,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a complete, meaningful portion of the gold answer while remaining usable."
v5_0973_1734_beam3,v5_0973_1734,973,1734,"Trade and other receivables increased 40.3% to US$402.1 million as a result of the increase in income tax recoverable, higher metal volumes sold which increased receivables and an increase in value added tax receivable.",What was the cause of trade and other receivables increasing 40.3% to US$402.1 million?,"the increase in income tax recoverable, higher metal volumes sold which increased receivables and an increase in value added tax receivable",3,"the increase in income tax recoverable, higher metal volumes sold which increased receivables",-0.4776388704776764,0.2117374825129521,True,0.7647058823529412,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0979_1285_beam3,v5_0979_1285,979,1285,"In light of the growing focus on non-audit fees the Committee has enhanced its scrutiny to ensure that it is comfortable, on an ongoing basis that the nature of the non-audit work commissioned does not impinge on audit independence.",What have been the implications of the growing focus on non-audit fees?,"the Committee has enhanced its scrutiny to ensure that it is comfortable, on an ongoing basis that the nature of the non-audit work commissioned does not impinge on audit independence",3,"the Committee has enhanced its scrutiny to ensure that it is comfortable, on an ongoing basis",-0.4101138114929199,0.2126345681697811,True,0.6956521739130436,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_0981_1197_beam4,v5_0981_1197,981,1197,"The Company became a member of the AIC with effect from 27 March 2013 and has therefore put in place arrangements to comply with the AIC Code and, in accordance with the AIC Code, complies with the UK Code.",What have been the implications of the Company becoming a member of the AIC with effect from 27 March 2013?,"put in place arrangements to comply with the AIC Code and, in accordance with the AIC Code, complies with the UK Code",4,put in place arrangements to comply with the AIC Code,-0.3953865766525268,0.185576126152417,True,0.625,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0985_1587_beam5,v5_0985_1587,985,1587,"3 The 2015 LTIP award was assessed by the Remuneration Committee and a 0% vesting outcome was determined. Therefore, all awards under the 2015 grant lapsed in full.",Why did all awards under the 2015 grant lapsed in full?,The 2015 LTIP award was assessed by the Remuneration Committee and a 0% vesting outcome was determined,5,The 2015 LTIP award was assessed by the Remuneration Committee,-0.575636088848114,0.1520352808969256,True,0.7407407407407407,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0989_1873_beam3,v5_0989_1873,989,1873,"All this was possible thanks to the activation of a secure information exchange community for cybersecurity and the creation of the Cyber Emergency Response Team (CERT), which received accreditation of CERT ENEL at the Spanish national CERT level in 2018.",What made everything possible?,"the activation of a secure information exchange community for cybersecurity and the creation of the Cyber Emergency Response Team (CERT), which received accreditation of CERT ENEL at the Spanish national CERT level in 2018",3,the activation of a secure information exchange community for cybersecurity,-0.8636481761932373,0.2154058893037773,True,0.4545454545454545,incomplete,10,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
